Question,Ref_Answer,DocID,Category
Can you tell me more about the Molly's Trolleys Reunion Tours?,"The Reunion Tent is #4 on the map.  Reunion celebrants have two opportunities to join fellow Tartan alumni on a unique “All About the Burgh” fully guided city tour. Experience the best of Pittsburgh’s architecture, rivers, Duquesne Incline and landmarks from a 1920s-style trolley with panoramic views!  Advance registration required. No walk-ins. This event is for alumni Reunion celebrants only.  Times and Costs  10:30 a.m.-1:30 p.m. Includes round-trip shuttle transportation, lunch at Roland's Seafood Grill in the Strip and tour ticket. Now through Feb. 23: $50 per person (12 years of age and older). Feb. 24 through Apr. 5: $55 per person (12 years of age and older). No children under 12 years of age. 1:30-3 p.m. Family-friendly tour that includes round-trip shuttle transportation and tour ticket. Adult price Now through Feb. 23: $25 per person (12 years of age and older). Feb. 24 through Apr. 5: $30 per person (12 years of age and older). Child Now through Feb. 23: $15 per person ages 6-11. Feb. 24 through Apr. 5: $20 per person ages 6-11. No fee for children 5 and under.  The Pittsburgh Trolley At the turn of the 20th century, trolley street cars became one of the most popular ways to get around the City of Pittsburgh. The trolley car in Pittsburgh remains a cherished tradition preserved through the sightseeing tours and shuttle services at Molly’s Trolleys. ",Events_data/Documents/Apr-11_Eventno_4_MollysTrolleysReunionTours.txt,Events
What is the timing for the Teruko Yata Memorial Lecture in Robotics?,Timings for Teruko Yata Memorial Lecture in Robotics are 12:00 PM-2:00 PM ET on 4/11/24.,Events_data/Documents/Apr-11_Eventno_6_TerukoYataMemorialLectureinRobotics.txt,Events
Who can attend Teruko Yata Memorial Lecture in Robotics?,Open to entire CMU community.,Events_data/Documents/Apr-11_Eventno_6_TerukoYataMemorialLectureinRobotics.txt,Events
Where is Teruko Yata Memorial Lecture in Robotics taking place?,"Rashid Auditorium, Gates & Hillman Centers",Events_data/Documents/Apr-11_Eventno_6_TerukoYataMemorialLectureinRobotics.txt,Events
Can you tell me more about the Teruko Yata Memorial Lecture in Robotics?,Note: No registration required to attend lecture. No event fee. This event is open to the entire CMU community and their guests. ,Events_data/Documents/Apr-11_Eventno_6_TerukoYataMemorialLectureinRobotics.txt,Events
What is the timing for the Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,Timings for Scotch'n'Soda Theatre Carnival Show: The Little Mermaid are 7:00 PM-9:30 PM ET on 4/11/24.,Events_data/Documents/Apr-11_Eventno_27_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Who can attend Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,Open to entire CMU community.,Events_data/Documents/Apr-11_Eventno_27_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Where is Scotch'n'Soda Theatre Carnival Show: The Little Mermaid taking place?,"Rangos Ballroom, Cohon University Center",Events_data/Documents/Apr-11_Eventno_27_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Can you tell me more about the Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,"Join Scotch'n'Soda Theatre for a performance under the sea! This year, Scotch'n'Soda is thrilled to present Disney's The Little Mermaid! Adapted from the wildly popular animated film and Hans Christian Anderson's original fairytale, the musical follows Ariel, King Triton's youngest daughter, who wishes to explore the world up above and pursues the human Prince Eric. But the bargains and sea witches aren't all that they seem, and Ariel needs the help of her colorful friends, Flounder the fish, Scuttle the seagull and Sebastian the crab to restore order. Sing along with all of your favorite childhood classics, and come be a part of our world! Funded in part by the Student Activities Fee. Tickets will be available online in March and at the door. Cost: $5 for students/faculty/staff; $10 for alumni and guests. Note: Disney's The Little Mermaid is presented through special arrangement with Music Theatre International (MTI). All authorized performance materials are also supplied by MTI.  Cost Tickets will be available online in March and at the door. Cost: $5 for students/faculty/staff; $10 for alumni and guests.  Weekend show times  Thursday: 7-9:30 p.m. Friday: 6-8:30 p.m. and 10 p.m.-12:30 a.m. Saturday: 3-5:30 p.m. and 7-9:30 p.m.",Events_data/Documents/Apr-11_Eventno_27_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
What is the timing for the College of Engineering Alumni Awards (Invitation Only)?,Timings for College of Engineering Alumni Awards (Invitation Only) are 6:00 PM-9:00 PM ET on 4/11/24.,Events_data/Documents/Apr-11_Eventno_24_CollegeofEngineeringAlumniAwardsInvitationOnly.txt,Events
Who can attend College of Engineering Alumni Awards (Invitation Only)?,"Private event, invitation only.",Events_data/Documents/Apr-11_Eventno_24_CollegeofEngineeringAlumniAwardsInvitationOnly.txt,Events
Where is College of Engineering Alumni Awards (Invitation Only) taking place?,No information mentioned on the website.,Events_data/Documents/Apr-11_Eventno_24_CollegeofEngineeringAlumniAwardsInvitationOnly.txt,Events
Can you tell me more about the College of Engineering Alumni Awards (Invitation Only)?,The College of Engineering will be recognizing and celebrating College of Engineering alumni for their achievements and service.  We are excited to celebrate the inaugural year of the College of Engineering Alumni Awards!  Learn more about the College of Engineering Alumni Awards.  Note: Separate reservation required.,Events_data/Documents/Apr-11_Eventno_24_CollegeofEngineeringAlumniAwardsInvitationOnly.txt,Events
What is the timing for the History of Buggy?,Timings for History of Buggy are 4:00 PM-5:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_40_HistoryofBuggy.txt,Events
Who can attend History of Buggy?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_40_HistoryofBuggy.txt,Events
Where is History of Buggy taking place?,"Studio Theater, 1st Floor, CUC",Events_data/Documents/Apr-12_Eventno_40_HistoryofBuggy.txt,Events
Can you tell me more about the History of Buggy?,Learn about the origin and development of the Sweepstakes races and what students are doing to push the boundaries of the sport in new directions.  Note: Registration required. Walk-ins are welcome as space permits. No event fee. This event is open to the entire CMU community and their guests.,Events_data/Documents/Apr-12_Eventno_40_HistoryofBuggy.txt,Events
What is the timing for the Information Systems Carnival 2024 Happy Hour (Invitation Only)?,Timings for Information Systems Carnival 2024 Happy Hour (Invitation Only) are 4:00 PM-6:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_44_InformationSystemsCarnival2024HappyHourInvitationOnly.txt,Events
Who can attend Information Systems Carnival 2024 Happy Hour (Invitation Only)?,No information mentioned on the website..,Events_data/Documents/Apr-12_Eventno_44_InformationSystemsCarnival2024HappyHourInvitationOnly.txt,Events
Where is Information Systems Carnival 2024 Happy Hour (Invitation Only) taking place?,No information mentioned on the website.,Events_data/Documents/Apr-12_Eventno_44_InformationSystemsCarnival2024HappyHourInvitationOnly.txt,Events
Can you tell me more about the Information Systems Carnival 2024 Happy Hour (Invitation Only)?,"Information Systems is excited to host a happy hour for IS Alumni, Class of 2024 graduating seniors of the IS program, and IS staff and faculty to celebrate 40 years of graduates of the program. Light appetizers will be provided and drinks will be available for purchase. Please reach out to Jessica Lutz at isalumni@andrew.cmu.edu with any questions.  Note: Separate registration required.",Events_data/Documents/Apr-12_Eventno_44_InformationSystemsCarnival2024HappyHourInvitationOnly.txt,Events
What is the timing for the Carnival Headquarters Tent: Check-In & Registration?,Timings for Carnival Headquarters Tent: Check-In & Registration are 8:00 AM-7:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_3_CarnivalHeadquartersTentCheckInRegistration.txt,Events
Who can attend Carnival Headquarters Tent: Check-In & Registration?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_3_CarnivalHeadquartersTentCheckInRegistration.txt,Events
Where is Carnival Headquarters Tent: Check-In & Registration taking place?,"Tent, The Cut",Events_data/Documents/Apr-12_Eventno_3_CarnivalHeadquartersTentCheckInRegistration.txt,Events
Can you tell me more about the Carnival Headquarters Tent: Check-In & Registration?,"The Carnival Headquarters Tent is #1 on the map- look for the giant inflatable Scotty dog!  Open to the entire Tartan community! Make this your first stop to check in, download the app and register to win the daily Tartan Swag Bag giveaway.  Weekend hours: Thursday through Saturday: 8 a.m. to 7 p.m.",Events_data/Documents/Apr-12_Eventno_3_CarnivalHeadquartersTentCheckInRegistration.txt,Events
What is the timing for the Crafting with the Spring Carnival Committee?,Timings for Crafting with the Spring Carnival Committee are 2:00 PM-4:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_30_CraftingwiththeSpringCarnivalCommittee.txt,Events
Who can attend Crafting with the Spring Carnival Committee?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_30_CraftingwiththeSpringCarnivalCommittee.txt,Events
Where is Crafting with the Spring Carnival Committee taking place?,No information mentioned on the website.,Events_data/Documents/Apr-12_Eventno_30_CraftingwiththeSpringCarnivalCommittee.txt,Events
Can you tell me more about the Crafting with the Spring Carnival Committee?,"The Spring Carnival Committee (SCC) invites the CMU community to join them in some fun crafting projects in the Activities Tent, which is #3 on the map.  Note: Registration not required. No event fee.",Events_data/Documents/Apr-12_Eventno_30_CraftingwiththeSpringCarnivalCommittee.txt,Events
What is the timing for the Cold Ones with the Coaches?,Timings for Cold Ones with the Coaches are 3:30 PM-5:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_36_ColdOneswiththeCoaches.txt,Events
Who can attend Cold Ones with the Coaches?,Open to alumni and parents.,Events_data/Documents/Apr-12_Eventno_36_ColdOneswiththeCoaches.txt,Events
Where is Cold Ones with the Coaches taking place?,Tartans Pavilion,Events_data/Documents/Apr-12_Eventno_36_ColdOneswiththeCoaches.txt,Events
Can you tell me more about the Cold Ones with the Coaches?,Enjoy some refreshments with our incredible athletic coaches.  Note: Registration required. Walk-ins are welcome as space permits. No event fee. This event is open to alumni and parents. ,Events_data/Documents/Apr-12_Eventno_36_ColdOneswiththeCoaches.txt,Events
What is the timing for the NROTC Flag Lowering?,Timings for NROTC Flag Lowering are 6:00 PM-6:15 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_47_NROTCFlagLowering.txt,Events
Who can attend NROTC Flag Lowering?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_47_NROTCFlagLowering.txt,Events
Where is NROTC Flag Lowering taking place?,"University Flagpole, The Cut",Events_data/Documents/Apr-12_Eventno_47_NROTCFlagLowering.txt,Events
Can you tell me more about the NROTC Flag Lowering?,Join the NROTC in this reflective time.  Note: No registration required. Walk-ins welcome. No event fee. This event is open to the entire CMU community and their guests.,Events_data/Documents/Apr-12_Eventno_47_NROTCFlagLowering.txt,Events
What is the timing for the 25th Reunion Welcome Breakfast (1999)?,Timings for 25th Reunion Welcome Breakfast (1999) are 9:00 AM-10:30 AM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_10_25thReunionWelcomeBreakfast1999.txt,Events
Who can attend 25th Reunion Welcome Breakfast (1999)?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_10_25thReunionWelcomeBreakfast1999.txt,Events
Where is 25th Reunion Welcome Breakfast (1999) taking place?,"Reunion Tent, The Cut",Events_data/Documents/Apr-12_Eventno_10_25thReunionWelcomeBreakfast1999.txt,Events
Can you tell me more about the 25th Reunion Welcome Breakfast (1999)?,The Reunion Tent is #4 on the map.  Join fellow 25th Reunion alumni from the Class of 1999 to reconnect over breakfast and coffee!  Note: Registration required. No event fee. This event is open to the Class of 1999 Reunion celebrants.,Events_data/Documents/Apr-12_Eventno_10_25thReunionWelcomeBreakfast1999.txt,Events
What is the timing for the Kidzone Tent?,Timings for Kidzone Tent are 11:00 AM-7:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_19_KidzoneTent.txt,Events
Who can attend Kidzone Tent?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_19_KidzoneTent.txt,Events
Where is Kidzone Tent taking place?,"Midway, The Cut",Events_data/Documents/Apr-12_Eventno_19_KidzoneTent.txt,Events
Can you tell me more about the Kidzone Tent?,The Kidzone Tent is #8 on the map.  Attention families: Check out games and activities specifically geared toward the younger Tartans ages 8 and under. Sponsored by the Alumni Association.  Note: No registration required. No event fee.  Activities include:  Snacks Mini prize wheel Montessori-inspired games Balloon artist Face painter Weekend hours:  Thursday: 3-7 p.m. Friday & Saturday: 11 a.m.-7 p.m.,Events_data/Documents/Apr-12_Eventno_19_KidzoneTent.txt,Events
What is the timing for the Reunion Pints with Profs?,Timings for Reunion Pints with Profs are 5:00 PM-7:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_45_ReunionPintswithProfs.txt,Events
Who can attend Reunion Pints with Profs?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_45_ReunionPintswithProfs.txt,Events
Where is Reunion Pints with Profs taking place?,"Reunion Tent, The Cut",Events_data/Documents/Apr-12_Eventno_45_ReunionPintswithProfs.txt,Events
Can you tell me more about the Reunion Pints with Profs?,"The Reunion Tent is #4 on the map.  Don’t miss one of our most popular reunion events! Mix and mingle with classmates and have a drink with your favorite professor or staff member. If there is a faculty or staff member you would like to invite, please submit their name during registration. Appetizers and drinks provided.  Note: Registration required. No event fee. This event is open to all alumni Reunion celebrants and their guests.",Events_data/Documents/Apr-12_Eventno_45_ReunionPintswithProfs.txt,Events
"What is the timing for the Inventing Shakespeare: Text, Technology and The Four Folios?","Timings for Inventing Shakespeare: Text, Technology and The Four Folios are 8:00 AM-6:00 PM ET on 4/12/24.",Events_data/Documents/Apr-12_Eventno_5_InventingShakespeareTextTechnologyandTheFourFolios.txt,Events
"Who can attend Inventing Shakespeare: Text, Technology and The Four Folios?",Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_5_InventingShakespeareTextTechnologyandTheFourFolios.txt,Events
"Where is Inventing Shakespeare: Text, Technology and The Four Folios taking place?","4th Floor, Hunt Library",Events_data/Documents/Apr-12_Eventno_5_InventingShakespeareTextTechnologyandTheFourFolios.txt,Events
"Can you tell me more about the Inventing Shakespeare: Text, Technology and The Four Folios?","Inventing Shakespeare tells the little known story of technological innovation, instrumentation and mechanical prototyping inspired by research into Shakespeare’s most famous book. Objects in the exhibit range from a fully immersive VR tour of a reconstructed Shakespearean playhouse, a 1960s-era mechanical collator designed to compare multiple copies of the First Folio, and fragments of the folios themselves.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.",Events_data/Documents/Apr-12_Eventno_5_InventingShakespeareTextTechnologyandTheFourFolios.txt,Events
What is the timing for the Mobot Recap Watch Party?,Timings for Mobot Recap Watch Party are 3:00 PM-4:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_35_MobotRecapWatchParty.txt,Events
Who can attend Mobot Recap Watch Party?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_35_MobotRecapWatchParty.txt,Events
Where is Mobot Recap Watch Party taking place?,"Rashid Auditorium, Gates & Hillman Centers",Events_data/Documents/Apr-12_Eventno_35_MobotRecapWatchParty.txt,Events
Can you tell me more about the Mobot Recap Watch Party?,Join others in the Mobot community for a recap of the 2024 Mobot races.  Note: No registration required. No event fee. Open to CMU community and their guests.,Events_data/Documents/Apr-12_Eventno_35_MobotRecapWatchParty.txt,Events
What is the timing for the 15th and 20th Reunion Reception (2004 and 2009)?,Timings for 15th and 20th Reunion Reception (2004 and 2009) are 7:00 PM-9:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_52_15thand20thReunionReception2004and2009.txt,Events
Who can attend 15th and 20th Reunion Reception (2004 and 2009)?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_52_15thand20thReunionReception2004and2009.txt,Events
Where is 15th and 20th Reunion Reception (2004 and 2009) taking place?,"Connan Room, 1st Floor, CUC",Events_data/Documents/Apr-12_Eventno_52_15thand20thReunionReception2004and2009.txt,Events
Can you tell me more about the 15th and 20th Reunion Reception (2004 and 2009)?,"Reconnect with former classmates at this signature reunion event. Enjoy a variety of food stations, beverages and desserts!  Note: Registration required. This event is open to alumni from the Classes of 2004 and 2009 and their guests only.  Cost:  Now through Feb. 23: $25 per attendee for alumni and guests. Feb. 24-Apr. 5: $35 per attendee for alumni and guests.",Events_data/Documents/Apr-12_Eventno_52_15thand20thReunionReception2004and2009.txt,Events
What is the timing for the NROTC Flag Raising?,Timings for NROTC Flag Raising are 8:00 AM-8:15 AM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_7_NROTCFlagRaising.txt,Events
Who can attend NROTC Flag Raising?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_7_NROTCFlagRaising.txt,Events
Where is NROTC Flag Raising taking place?,"University Flagpole, The Cut",Events_data/Documents/Apr-12_Eventno_7_NROTCFlagRaising.txt,Events
Can you tell me more about the NROTC Flag Raising?,Join the NROTC in this reflective time.  Note: No registration required. Walk-ins welcome. No event fee. This event is open to the entire CMU community and their guests. ,Events_data/Documents/Apr-12_Eventno_7_NROTCFlagRaising.txt,Events
What is the timing for the Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,Timings for Scotch'n'Soda Theatre Carnival Show: The Little Mermaid are 4/12/24 – 4/13/24 on 4/12/24.,Events_data/Documents/Apr-12_Eventno_55_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Who can attend Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,10:00 PM-12:30 AM ET.,Events_data/Documents/Apr-12_Eventno_55_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Where is Scotch'n'Soda Theatre Carnival Show: The Little Mermaid taking place?,Open to entire CMU community,Events_data/Documents/Apr-12_Eventno_55_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Can you tell me more about the Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,"Rangos Ballroom, Cohon University Center Join Scotch'n'Soda Theatre for a performance under the sea! This year, Scotch'n'Soda is thrilled to presentDisney'sThe Little Mermaid! Adapted from the wildly popular animated film and Hans Christian Anderson's original fairytale, the musical follows Ariel, King Triton's youngest daughter, who wishes to explore the world up above and pursues the human Prince Eric. But the bargains and sea witches aren't all that they seem, and Ariel needs the help of her colorful friends, Flounder the fish, Scuttle the seagull and Sebastian the crab to restore order. Sing along with all of your favorite childhood classics, and come be a part of our world! Funded in part by the Student Activities Fee. Tickets will be available online in March and at the door. Cost: $5 for students/faculty/staff; $10 for alumni and guests.Note: Disney's The Little Mermaid is presented through special arrangement with Music Theatre International (MTI). All authorized performance materials are also supplied by MTI.  Cost Tickets will be available online in March and at the door. Cost: $5 for students/faculty/staff; $10 for alumni and guests.  Weekend show times  Thursday: 7-9:30 p.m. Friday: 6-8:30 p.m. and 10 p.m.-12:30 a.m. Saturday: 3-5:30 p.m. and 7-9:30 p.m.",Events_data/Documents/Apr-12_Eventno_55_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
"What is the timing for the Electrical and Computer Engineering's Totes, T-shirts and Tacos!?","Timings for Electrical and Computer Engineering's Totes, T-shirts and Tacos! are 3:00 PM-5:00 PM ET on 4/12/24.",Events_data/Documents/Apr-12_Eventno_34_ElectricalandComputerEngineeringsTotesTshirtsandTacos.txt,Events
"Who can attend Electrical and Computer Engineering's Totes, T-shirts and Tacos!?",Open to alumni and families of the ECE community.,Events_data/Documents/Apr-12_Eventno_34_ElectricalandComputerEngineeringsTotesTshirtsandTacos.txt,Events
"Where is Electrical and Computer Engineering's Totes, T-shirts and Tacos! taking place?","Singleton room, 4th Floor, Roberts Engineering Hall",Events_data/Documents/Apr-12_Eventno_34_ElectricalandComputerEngineeringsTotesTshirtsandTacos.txt,Events
"Can you tell me more about the Electrical and Computer Engineering's Totes, T-shirts and Tacos!?","Stop by to mingle with fellow ECE alumni and grab some totes, t-shirts and tacos!  Note: Registration required. No event fee. Open to members of the ECE community and their guests.",Events_data/Documents/Apr-12_Eventno_34_ElectricalandComputerEngineeringsTotesTshirtsandTacos.txt,Events
What is the timing for the IDeATE Open Studios?,Timings for IDeATE Open Studios are 11:00 AM-2:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_21_IDeATEOpenStudios.txt,Events
Who can attend IDeATE Open Studios?,No information mentioned on the website..,Events_data/Documents/Apr-12_Eventno_21_IDeATEOpenStudios.txt,Events
Where is IDeATE Open Studios taking place?,"IDeATe Studio A, 1st Floor, Hunt Library",Events_data/Documents/Apr-12_Eventno_21_IDeATEOpenStudios.txt,Events
Can you tell me more about the IDeATE Open Studios?,"​​Want to learn more about soft technologies, physical computing, sonic arts, or game design on campus? Want to playtest some new video games or step inside a VR experience? Alumni and friends are encouraged to make a creative Carnival stop at the IDeATe Open Labs & Studios in Hunt Library. Come learn more about interdisciplinary student projects and unique immersive course events. Meet us at the intersection of Art and Technology, where creative and technical skills are leveled up, where the ideas flow freely—let the games begin!  Note: Registration required. Walk-ins are welcome if space permits. No event fee. Open to the entire CMU community and guests. ",Events_data/Documents/Apr-12_Eventno_21_IDeATEOpenStudios.txt,Events
What is the timing for the Reunion Buggy Watch Tent?,Timings for Reunion Buggy Watch Tent are 8:00 AM-12:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_8_ReunionBuggyWatchTent.txt,Events
Who can attend Reunion Buggy Watch Tent?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_8_ReunionBuggyWatchTent.txt,Events
Where is Reunion Buggy Watch Tent taking place?,"Tent, Frew Street",Events_data/Documents/Apr-12_Eventno_8_ReunionBuggyWatchTent.txt,Events
Can you tell me more about the Reunion Buggy Watch Tent?,The Reunion Buggy Watch Tent is #18 on the map.  View the race from the Reunion Watch Tent located on Hill 5!  Note: No registration required. Walk-ins welcome. No event fee. This event is open to Reunion celebrants and their guests.,Events_data/Documents/Apr-12_Eventno_8_ReunionBuggyWatchTent.txt,Events
What is the timing for the Tartans Got Talent?,Timings for Tartans Got Talent are 8:30 PM-10:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_54_TartansGotTalent.txt,Events
Who can attend Tartans Got Talent?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_54_TartansGotTalent.txt,Events
Where is Tartans Got Talent taking place?,"McConomy Auditorium, Cohon University Center",Events_data/Documents/Apr-12_Eventno_54_TartansGotTalent.txt,Events
Can you tell me more about the Tartans Got Talent?,"Join the Spring Carnival Committee (SCC) in celebrating talented students with the annual ""Tartans Got Talent!"" show.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.",Events_data/Documents/Apr-12_Eventno_54_TartansGotTalent.txt,Events
What is the timing for the Carnival Rides?,Timings for Carnival Rides are 11:00 AM-11:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_18_CarnivalRides.txt,Events
Who can attend Carnival Rides?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_18_CarnivalRides.txt,Events
Where is Carnival Rides taking place?,"Midway, The Cut",Events_data/Documents/Apr-12_Eventno_18_CarnivalRides.txt,Events
Can you tell me more about the Carnival Rides?,"The Carnival Headquarters Tent is #1 on the map - look for the giant inflatable Scotty dog!  Make this your first stop to check in, download the app and register to win the daily Tartan Swag Bag giveaway.  Weekend hours:  Thursday: 3-11 p.m. Friday & Saturday: 11 a.m.-11 p.m.  Note: No registration required. Individual tickets or all-day passes may be purchased onsite at the vendor’s ticketing booth.",Events_data/Documents/Apr-12_Eventno_18_CarnivalRides.txt,Events
What is the timing for the Mellon College of Science Class of 1974 50th Reunion Celebration?,Timings for Mellon College of Science Class of 1974 50th Reunion Celebration are 4:00 PM-5:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_43_MellonCollegeofScienceClassof197450thReunionCelebration.txt,Events
Who can attend Mellon College of Science Class of 1974 50th Reunion Celebration?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_43_MellonCollegeofScienceClassof197450thReunionCelebration.txt,Events
Where is Mellon College of Science Class of 1974 50th Reunion Celebration taking place?,"Danforth Lounge, 2nd Floor, CUC",Events_data/Documents/Apr-12_Eventno_43_MellonCollegeofScienceClassof197450thReunionCelebration.txt,Events
Can you tell me more about the Mellon College of Science Class of 1974 50th Reunion Celebration?,The Mellon College of Science invites MCS alumni from the Class of 1974 to join them for a celebration.  Note: Registration required. No event fee. This event is open to the MCS Class of 1974 and their guests. ,Events_data/Documents/Apr-12_Eventno_43_MellonCollegeofScienceClassof197450thReunionCelebration.txt,Events
What is the timing for the 5th and 10th Reunion Reception (2014 and 2019)?,Timings for 5th and 10th Reunion Reception (2014 and 2019) are 7:00 PM-9:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_53_5thand10thReunionReception2014and2019.txt,Events
Who can attend 5th and 10th Reunion Reception (2014 and 2019)?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_53_5thand10thReunionReception2014and2019.txt,Events
Where is 5th and 10th Reunion Reception (2014 and 2019) taking place?,"Danforth Conference Room and Lounge, 2nd Floor, Cohon University Center",Events_data/Documents/Apr-12_Eventno_53_5thand10thReunionReception2014and2019.txt,Events
Can you tell me more about the 5th and 10th Reunion Reception (2014 and 2019)?,"Reconnect with former classmates at this signature reunion event. Enjoy a variety of food stations, beverages and desserts!  Note: Registration required. This event is open to alumni from the Classes of 2014 and 2019 and their guests only.  Cost:  Now through Feb. 23: $15 per attendee for alumni and guests. Feb 24.-Apr. 5: $20 per attendee for alumni and guests.",Events_data/Documents/Apr-12_Eventno_53_5thand10thReunionReception2014and2019.txt,Events
What is the timing for the Carnival Wellness Tent?,Timings for Carnival Wellness Tent are 11:00 AM-7:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_17_CarnivalWellnessTent.txt,Events
Who can attend Carnival Wellness Tent?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_17_CarnivalWellnessTent.txt,Events
Where is Carnival Wellness Tent taking place?,"Midway, The Cut",Events_data/Documents/Apr-12_Eventno_17_CarnivalWellnessTent.txt,Events
Can you tell me more about the Carnival Wellness Tent?,"The Wellness Tent is #5 on the map.  Relax and breathe with calming activities, sessions, information on new university wellness initiatives and much more. Sponsored by Wellness Initiatives and the CMU Alumni Association.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.  Weekend hours:  Thursday: 3-7 p.m. Friday & Saturday: 11 a.m. to 7 p.m.",Events_data/Documents/Apr-12_Eventno_17_CarnivalWellnessTent.txt,Events
What is the timing for the Material Science and Engineering (MSE) Alumni Deck Party?,Timings for Material Science and Engineering (MSE) Alumni Deck Party are 3:30 PM-5:30 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_38_MaterialScienceandEngineeringMSEAlumniDeckParty.txt,Events
Who can attend Material Science and Engineering (MSE) Alumni Deck Party?,Open to MSE alumni.,Events_data/Documents/Apr-12_Eventno_38_MaterialScienceandEngineeringMSEAlumniDeckParty.txt,Events
Where is Material Science and Engineering (MSE) Alumni Deck Party taking place?,"Room 3300, Corridor Deck, Wean Hall (Rain location: Room 2325, Wean Hall)",Events_data/Documents/Apr-12_Eventno_38_MaterialScienceandEngineeringMSEAlumniDeckParty.txt,Events
Can you tell me more about the Material Science and Engineering (MSE) Alumni Deck Party?,Alumni of the Materials Science and Engineering Department (and their guests) are invited to catch up with the faculty and staff on the MSE Deck for a happy hour.  Note: Registration required. Walk-ins are welcome as space permits. No event fee. This event is open to the alumni and guests of the MSE community. ,Events_data/Documents/Apr-12_Eventno_38_MaterialScienceandEngineeringMSEAlumniDeckParty.txt,Events
What is the timing for the Buggy Bash?,Timings for Buggy Bash are 7:00 PM-9:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_51_BuggyBash.txt,Events
Who can attend Buggy Bash?,Open to the Buggy community.,Events_data/Documents/Apr-12_Eventno_51_BuggyBash.txt,Events
Where is Buggy Bash taking place?,"Schatz Dining Room, 2nd Floor, CUC",Events_data/Documents/Apr-12_Eventno_51_BuggyBash.txt,Events
