Meta-Data
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Undergraduate Internship' with Course ID 48490 and Section A offers 3.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Arscott located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Civil & Environmental Engineering, the subject titled 'Internship in Civil and Environmental Engineering' with Course ID 12995 and Section R offers 1-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Computational Biology, the subject titled 'M.S. Thesis Research' with Course ID 02700 and Section A offers 1-12 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Computational Biology, the subject titled 'Ph.D. Thesis Research' with Course ID 02900 and Section R offers 1-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Stenger located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Principles of Functional Programming' with Course ID 15150 and Section A offers 12.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 11:00AM and 12:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Grodin located in Building GHC, Room CLSTR."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Principles of Functional Programming' with Course ID 15150 and Section NA offers 12.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 02:00PM and 03:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor NA located in Building TEP, Room 1403."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Principles of Functional Programming' with Course ID 15150 and Section B offers 12.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 09:30AM and 10:50AM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Grodin located in Building GHC, Room CLSTR."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Principles of Functional Programming' with Course ID 15150 and Section NA offers 12.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 02:00PM and 03:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor NA located in Building TEP, Room 1403."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Introduction to Computer Systems' with Course ID 15213 and Section A offers 12.0 units. The Class meets Tuesday Wednesday Thursday Friday between 12:30PM and 01:50PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Railing located in Building SH, Room 105."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Introduction to Computer Systems' with Course ID 15513 and Section A offers 612 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Railing located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Independent Study in Computer Science' with Course ID 15591 and Section A offers 3-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Stehlik located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Independent Study in Computer Science Pedagogy:' with Course ID 15639 and Section NA offers 3-18 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Independent Study in Computer Science Pedagogy' with Course ID 15639 and Section A offers 3-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor O'Hallaron, Eckhardt located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Independent Study in the Computer Sciences' with Course ID 15689 and Section A offers 3-12 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor O'Hallaron, Eckhardt located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Graduate Reading and Research' with Course ID 15697 and Section RA offers 1-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Farbacher located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Graduate Reading and Research' with Course ID 15697 and Section RB offers 1-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor O'Hallaron, Eckhardt located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'MSCS Research Thesis' with Course ID 15698 and Section R offers 1-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Eckhardt located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Graduate Reading and Research' with Course ID 15997 and Section PP offers 1-60 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Lisbon, Portugal location,led by experienced instructor Crary located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Computer Science, the subject titled 'Graduate Reading and Research' with Course ID 15997 and Section R offers 1-60 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Crary located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Dietrich College Interdisciplinary, the subject titled 'Dietrich College Senior Honors Thesis I' with Course ID 66501 and Section A offers 9.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Dietrich College Interdisciplinary, the subject titled 'Dietrich College Senior Honors Thesis II' with Course ID 66502 and Section S offers 9.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Freeman located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Drama, the subject titled 'Acting for Non-Majors' with Course ID 54191 and Section A offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 11:00AM and 12:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building PCA, Room 321."
"In Semester Summer One(All) 2024, from the department of Drama, the subject titled 'Graduate Reading & Research' with Course ID 54597 and Section R offers 5.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Nichols located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'ECE CO-OP' with Course ID 18390 and Section A offers 0-3 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Summer Internship' with Course ID 18499 and Section A offers 0-3 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Undergraduate Projects' with Course ID 18580 and Section A offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Foundations of Computer Systems' with Course ID 18613 and Section A offers 12.0 units. The Class meets Tuesday Wednesday Thursday between 09:30AM and 10:50AM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Kesden located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Foundations of Computer Systems' with Course ID 18613 and Section SV offers 12.0 units. The Class meets Tuesday Wednesday Thursday between 06:30AM and 07:50AM ET. Students attend lectures at the San Jose, California location,led by experienced instructor Kesden located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'M.S. Graduate Project I' with Course ID 18980 and Section A offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'M.S. Graduate Project I' with Course ID 18980 and Section B offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'M.S. Graduate Project I' with Course ID 18980 and Section R offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Kigali, Rwanda location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'M.S. Graduate Project I' with Course ID 18980 and Section SV offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Reading and Research' with Course ID 18990 and Section A offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Reading and Research' with Course ID 18990 and Section PP offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Lisbon, Portugal location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Reading and Research' with Course ID 18990 and Section R offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Reading and Research' with Course ID 18990 and Section SV offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship for Electrical and Computer Engineering Applied MS Students' with Course ID 18993 and Section A offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship for Electrical and Computer Engineering Applied MS Students' with Course ID 18993 and Section B offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship for Electrical and Computer Engineering Applied MS Students' with Course ID 18993 and Section SA offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship for Electrical and Computer Engineering Applied MS Students' with Course ID 18993 and Section SB offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship for Electrical and Computer Engineering Applied MS Students' with Course ID 18993 and Section SV offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship for Electrical and Computer Engineering MS Students' with Course ID 18994 and Section A offers 3.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship for Electrical and Computer Engineering MS Students' with Course ID 18994 and Section PP offers 3.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Lisbon, Portugal location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship for Electrical and Computer Engineering MS Students' with Course ID 18994 and Section SV offers 3.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Practicum in Electrical and Computer Engineering' with Course ID 18995 and Section A offers 0-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Practicum in Electrical and Computer Engineering' with Course ID 18995 and Section R offers 0-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Kigali, Rwanda location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship one for Electrical and Computer Engineering PhD Students' with Course ID 18996 and Section A offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship one for Electrical and Computer Engineering PhD Students' with Course ID 18996 and Section PP offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Lisbon, Portugal location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship one for Electrical and Computer Engineering PhD Students' with Course ID 18996 and Section SV offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship Two for Electrical and Computer Engineering PhD Students' with Course ID 18997 and Section A offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship Two for Electrical and Computer Engineering PhD Students' with Course ID 18997 and Section PP offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Lisbon, Portugal location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship Two for Electrical and Computer Engineering PhD Students' with Course ID 18997 and Section SV offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship Three Electrical and Computer Engineering PhD Students' with Course ID 18998 and Section A offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship Three Electrical and Computer Engineering PhD Students' with Course ID 18998 and Section PP offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Lisbon, Portugal location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Electrical & Computer Engineering, the subject titled 'Internship Three Electrical and Computer Engineering PhD Students' with Course ID 18998 and Section SV offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the San Jose, California location,led by experienced instructor Bain located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Engineering & Public Policy, the subject titled 'Directed Study in EPP: Undergraduate' with Course ID 19500 and Section A offers 0-12 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Matthews located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Engineering & Public Policy, the subject titled 'Undergraduate Research' with Course ID 19550 and Section A offers 0-12 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Matthews located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Engineering & Public Policy, the subject titled 'M.S. Project' with Course ID 19690 and Section A offers 3-12 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Matthews, Yu located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Engineering & Public Policy, the subject titled 'Research Practicum in EPP' with Course ID 19770 and Section R offers 051836 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Matthews, Muller located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Engineering & Public Policy, the subject titled 'Reading and Research: Project Research' with Course ID 19797 and Section PP offers 51836 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Lisbon, Portugal location,led by experienced instructor Matthews, Muller located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Engineering & Public Policy, the subject titled 'Reading and Research: Project Research' with Course ID 19797 and Section R offers 51836 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Muller, Matthews located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Engineering & Public Policy, the subject titled 'Reading and Research: Thesis Research' with Course ID 19798 and Section PP offers 51836 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Lisbon, Portugal location,led by experienced instructor Muller, Matthews located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Engineering & Public Policy, the subject titled 'Reading and Research: Thesis Research' with Course ID 19798 and Section R offers 51836 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Matthews, Muller located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Politics & Ideology in the Marvel Cinematic Universe' with Course ID 19798 and Section S offers 51836 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 12:30PM and 01:50PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Wigginton located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Interpretation and Argument:' with Course ID 19798 and Section NA offers 51836 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'AI & Art: Can Machines Tell Our Stories?' with Course ID 19798 and Section T offers 51836 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 12:30PM and 01:50PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Szalkowski-Ference located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Special Topics in Creative Writing:' with Course ID 76229 and Section NA offers 9.0 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Science Fiction, Fantasy, & Horror' with Course ID 76229 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 03:30PM and 04:50PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Turnshek located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Introduction to Film Studies' with Course ID 76239 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 11:00AM and 12:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Shumway located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Introduction to Gender Studies' with Course ID 76241 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 09:30AM and 10:50AM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Aguiar located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Writing for the Professions:' with Course ID 76270 and Section NA offers 9.0 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Communicating Inclusively, Equitably, and Persuasively in the Workplace' with Course ID 76270 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 03:30PM and 04:50PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rosselot-Merritt located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Communicating Inclusively, Equitably, and Persuasively in the Workplace' with Course ID 76270 and Section T offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 08:00AM and 09:20AM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Gordon located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Independent Study in Film & Media Studies' with Course ID 76456 and Section S offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Independent Study in Film & Media Studies' with Course ID 76456 and Section T offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Hinkelman located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Independent Study in Professional Writing' with Course ID 76707 and Section S offers 3-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Ritivoi located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Theory and Design of Writing Instruction' with Course ID 76824 and Section A offers 12.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Wetzel located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Independent Study in Rhetoric' with Course ID 76900 and Section A offers 3-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Wolfe located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of English, the subject titled 'Graduate Reading and Research' with Course ID 76990 and Section R offers 36.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Entertainment Technology, the subject titled 'Entertainment Technology Center Independent Study' with Course ID 53689 and Section A offers 3-30 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Entertainment Technology, the subject titled 'ETC Reading and Research' with Course ID 53999 and Section R offers 3-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Heinz College Wide Courses, the subject titled 'Internship' with Course ID 94900 and Section A offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Delfine located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of History, the subject titled 'History Dissertation' with Course ID 79893 and Section S offers 5-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Phillips located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of History, the subject titled 'Graduate Reading and Research' with Course ID 79896 and Section R offers 36.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'MHCI Project II' with Course ID 05672 and Section A offers 48.0 units. The Class meets Tuesday Thursday between 02:00PM and 03:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Beck, Guidi, Hammer, Levin-Decanini, Saunders, Shelly, Tsai, Vinchesi, Wahila located in Building 3SC, Room 172."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'Independent Study in HCI - METALS' with Course ID 05680 and Section A offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bodnar, Bett located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'Independent Study in HCI - METALS' with Course ID 05680 and Section B offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bett, Bodnar located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'METALS Project 2' with Course ID 05682 and Section A offers 48.0 units. The Class meets Wednesday between 03:30PM and 05:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor McLaren, Koedinger located in Building TEP, Room 1403."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'METALS Capstone II Part I' with Course ID 05683 and Section S offers 24.0 units. The Class meets Wednesday between 03:30PM and 05:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor McLaren, Koedinger located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'Independent Study in HCI - Grad' with Course ID 05689 and Section A offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Willis located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'Independent Study in HCI - Grad' with Course ID 05689 and Section B offers 0-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Willis located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'Practicum in HCI:' with Course ID 05888 and Section NA offers 3-48 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'Practicum in HCI' with Course ID 05888 and Section A offers 3-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bigham, Kravitz located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Human-Computer Interaction, the subject titled 'Practicum in HCI:' with Course ID 05888 and Section NA offers 3-48 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
